Title,Description,Creator,Donor,Date,Date is Approximate?,Keywords,Coverage,Latitude,Longitude,Relation,Publisher,Source,Identifier,Rights,Rights (Standardized),Format Original,Type,Format Digital,Language,Filename,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
Shay Locomotive Description,Document explaining the history of the shay locomotive and its use by the Potlatch Lumber Company.,,,1950,yes,documents; steam locomotives,United States--Idaho--Latah County,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_53,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/106,106,1094.jp2,/phs/image/1094.jp2
Ephraim Shay,"Photo of Ephraim Shay, the engineer and designer of the Shay geared engine.",,,1880,yes,portraits; engineers,United States--Idaho--Latah County,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_54a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/107,107,1095.jp2,/phs/image/1095.jp2
Early Shay Locomotive Model,"Photo portraying the early model of the Shay Patent Locomotive Engine. According to the document, the engine was designed for service on wood rail tram-roads.",,,1905,yes,documents; steam locomotives,United States--Idaho--Latah County,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_54b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/108,108,1096.jp2,/phs/image/1096.jp2
Shay Locomotive,Company Shay locomotive knocked of the tracks. The engine appears to be tipped over on its side.,,,1939,yes,steam locomotives,United States--Idaho--Latah County,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_55,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/109,109,1097.jp2,/phs/image/1097.jp2
Winter Scene,"View of the company's first Shay engine hauling logs during the winter near Camp 7, which is located just out of Bovill, Idaho.",,,1906,yes,steam locomotives; logging,United States--Idaho--Latah County--Bovill,46.860809,-116.394388,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_56,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,document,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/110,110,1098.jp2,/phs/image/1098.jp2
Construction Document,"Document illustrating the locomotive that was built for Potlatch Lumber Company by Lima Locomotive Works, Incorporated. The engine was built in January of 1920 and scrapped in November of 1940.",,,1920,yes,documents; steam locomotives,United States--Idaho--Latah County,,,Gale File,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_57,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/111,111,1099.jp2,/phs/image/1099.jp2
W. McMurray Place Mine Cart,A mine cart made of wood from the old mine on W. McMurray Place (old Alva Strong Place) in Deep Creek area Idaho.,,,1984-08-27,,mine; wooden cart,United States--Idaho--Latah County--Deep Creek,47.00643,-116.91079,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",Gale_DeepCreek2-06b,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/112,112,11.jp2,/phs/image/11.jp2
Burden School,"A pamphlet for the Burden School. The pamphlet reads ""Burden School District No. 33 Township 42, Latah County, Idaho Term 1906 Compliments of Julia Vogel, Teacher School Board L. A. Stanfield, J. A. Dudley, C. P. Low. Pupils - Gertrude Briggs, Ruth Betry, Tommy Bolt, Delbert Brooks, John Cockrell, Myrtle Cockrell, Elsie Cockrell, Lee Comer, Ruth Comer, Nellie Dudley, George Dudley, Frances Dudley, Ruth Doty, Emery Dunn, Blanche Felts, Clarence Felts, Eddie Feldmeier, Edna Feldmeier, Maud Haydon, Delbert Haydon, Leona Haydon, Estella Helt, Raymond Helt, Bernie Helt, Melvin Kidwell, Olive Kidwell, Mary Kidwell, Belva Kimball, Fern Kimball, Harold Kimball, Avis Kimball, Bennie Low, Bessie Low, Rollin Lobaugh, Muriel Martin, Marion Martin, Rose Nelson, Ora Powe, Hazel Pridmore, Belle Smith, Delpha Smith, Roy Stanfield, Irven Stanfield, Chester Stanfield, Ellice Standfield, Richard Tomlin, Harral Tomlin, Margaret Williams, George Whitney, Nellie Whitney, Pearl Whitney, Nettie Whitney, Lewis Wynn, Gladys Wynn, Lloyd Wynn, Floyd Wynn, Lizzie Zimmerman, Rudolph Zimmerman",,,1906,yes,,United States--Idaho--Latah County--Deep Creek,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Deep Creek 1, Potlatch Historical Society",Gale_DeepCreek1-27a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/113,113,110.jp2,/phs/image/110.jp2
Laying Track,View of men laying new track on one of the railroads. A piece of equipment can be seen on the tracks behind them.,,,1920,yes,railroads; equipment,United States--Idaho--Latah County,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_58,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/114,114,1100.jp2,/phs/image/1100.jp2
Shay Locomotive,View of a 70 ton Shay locomotive that was used in the Bovill area. A few men are standing next to the engine and a piece of equipment can be seen hauling logs behind the engine.,,,1920,yes,equipment; steam locomotives,United States--Idaho--Latah County--Bovill,46.860809,-116.394388,Potlatch Corp.,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_59,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/115,115,1101.jp2,/phs/image/1101.jp2
Shay Locomotive,"View of the Shay locomotive #105, which was built in 1911 for the Pine Tree Labor Co. in Little Falls, MN. The engine was later given to the Potlatch Lumber Co. Many men can be seen standing in front of the engine on the railroad tracks.",,,1920,yes,steam locomotives,United States--Idaho--Latah County,,,Potlatch Corp.,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_60,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/116,116,1102.jp2,/phs/image/1102.jp2
Laying Track,Men using a logging spur to lay new track for a railroad.,,,1920,yes,railroads; equipment,United States--Idaho--Latah County,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_61,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/117,117,1103.jp2,/phs/image/1103.jp2
Potlatch Camp,Group photo of the crew that worked and lived at the Potlatch camp. The men can be seen sitting and standing in front of a building.,,,1945,yes,lumber camps; buildings,United States--Idaho--Latah County,,,Potlatch Corp.,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_62,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/118,118,1104.jp2,/phs/image/1104.jp2
Track Laying Crew,"Group photo of the track laying crew at the old Camp 10, which is located southeast of Bovill. Julius Crane, the company clerk for the steel gang, can be seen standing in the back, the third from the left.",,,1945,yes,lumber camps; men,United States--Idaho--Latah County--Bovill,46.855342,-116.385418,Potlatch Corp.,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_63,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/119,119,1105.jp2,/phs/image/1105.jp2
PLC Camp,Group photo of the men at a Potlatch camp. The men can be seen standing and sitting on the deck and stairs of a building on the camp.,,,1945,yes,lumber camps; men,United States--Idaho--Latah County,,,Potlatch Corp.,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_64,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/120,120,1106.jp2,/phs/image/1106.jp2
