title,creator,date,description,coverage,subject,latitude,longitude,type,format,donor,collection,cdm-number,cdm-alias,portal-id
Clearwater Sawmill and Lumber - Log Pond [16],,1973,A log sits half submerged in water of the log pod. In the background on the right side of photograph is a log structure that  appears to be holding rocks and dirt.,United States--Idaho--Nez Perce County--Forebay,Log (wood); ponds; log construction,46.423592,-116.963828,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,988,plcphotos,plcphotos-988
Clearwater Sawmill and Lumber - Log Pond [41],,1973,View of the log pond and the structures made from logs that appear to hold rocks and dirt.,United States--Idaho--Nez Perce County--Forebay,Log (wood); ponds; log construction,46.423592,-116.960134,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,989,plcphotos,plcphotos-989
Clearwater Sawmill and Lumber - Log Pond [56],,1973,A crane lifts a log either on or off a truck full of logs. The description on the envelope says 'logging Lewiston log pond.',United States--Idaho--Nez Perce County--Forebay,Log (wood); cranes,46.423592,-116.960134,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,990,plcphotos,plcphotos-990
Clearwater Sawmill and Lumber - Log Pond [19],,1960,"One end of the log pond. In the foreground, three logs tied as pilings are pictured. In the background, buildings for the paper mill are shown.",United States--Idaho--Nez Perce County--Forebay,Log (wood); accessory industrial buildings; piles (structural elements),46.423592,-116.960134,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,991,plcphotos,plcphotos-991
Clearwater Sawmill and Lumber - Log Pond [46],,1960,"Panoramic shot of the log pond at the Clearwater Paper mill. On the right hand side of the photograph, front loaders work with dirt. On the left-hand side of the picture, a crane lifts a log onto a tractor trailer.",United States--Idaho--Nez Perce County--Forebay,bucket loaders; traveling cranes; cranes; semitrailers; panoramic photography; Log (wood),46.423592,-116.960134,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,992,plcphotos,plcphotos-992
Clearwater Sawmill and Lumber - Log Pond [05],,1960,Men use a boat and long poles to bring logs off the log pond.  These men were known as Pond men or Pond Monkeys.,United States--Idaho--Nez Perce County--Forebay,Log (wood); ponds,46.423592,-116.960134,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,993,plcphotos,plcphotos-993
Clearwater Sawmill and Lumber - Log Pond [23],,1960,View of the log pond full of logs. At the bottom of the picture sits railway cars full of logs.,United States--Idaho--Nez Perce County--Forebay,Log (wood); railroad cars; ponds,46.423592,-116.960134,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,994,plcphotos,plcphotos-994
Clearwater Sawmill and Lumber - Log Pond [27],,1960,The description on the back reads 'logs being brought into sawmill from log pond.' The floor surrounding the machinery is covered in wood by-product. 6998D is written on front of print.,United States--Idaho--Nez Perce County--Lewiston,sawmills; woodworking machinery,46.423373,-116.977056,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,995,plcphotos,plcphotos-995
Clearwater Sawmill and Lumber - Log Pond [54],,1960,Piles and piles of logs sit beside a an unpaved road.,United States--Idaho--Nez Perce County--Lewiston,Log (wood),46.423373,-116.977056,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,996,plcphotos,plcphotos-996
Clearwater Sawmill and Lumber - Log Pond [50],,1960,The description written on the back of the photograph reads ''Dredge Clara' working on mill pond of Clearwater plant PFI. 2009-CL.',United States--Idaho--Nez Perce County--Forebay,dredgers (watercraft); ponds,46.423592,-116.960134,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,997,plcphotos,plcphotos-997
Clearwater Sawmill and Lumber - Log Pond [44],,1959,"In the foreground, snow-covered railcars sit empty while in the center of the picture, a crane works to remove logs from loaded railcars and put them into the log pond. In the background, snow covered logs sit in the pond. Date on the back of the photograph says December 1959.",United States--Idaho--Nez Perce County--Forebay,Log (wood); railroad cars; ponds,46.423592,-116.960134,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,998,plcphotos,plcphotos-998
Clearwater Sawmill and Lumber - Log Pond [42],,1959,Empty snow-covered flat railcars sit next to full railcars. Behind them lays the log pond which is covered in snow. In the background of the photograph is the sawmill. The back of the photograph says December 1959.,United States--Idaho--Nez Perce County--Forebay,Log (wood); railroad cars; ponds,46.423592,-116.960134,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,999,plcphotos,plcphotos-999
Clearwater Sawmill and Lumber - Log Pond [37],,1959,"In the background snow-covered logs wait to come towards the mill. In the upper left, a pile of logs sits. In the center of the photograph, water sprays on to the pond. The back of the photograph has December 1959 written on it.",United States--Idaho--Nez Perce County--Forebay,Log (wood); ponds,46.423592,-116.960134,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1000,plcphotos,plcphotos-1000
Clearwater Sawmill and Lumber - Log Pond [45],,1959,"Snow-covered logs sit idle in the log pond in December 1959 (per back of the photograph). On the left hand side of the photograph is part of an unknown building, while in the background is a pile of logs.",United States--Idaho--Nez Perce County--Forebay,Log (wood); ponds,46.423592,-116.960134,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1001,plcphotos,plcphotos-1001
Clearwater Sawmill and Lumber - Log Pond [29],,1959,"A view of  part of the log pond. The pond in the center of the photograph is frozen and covered in snow, as are the longs and hills surrounding the pond. On the right-hand side of the screen is a crane. On the back of the photograph December 1959 is written.",United States--Idaho--Nez Perce County--Forebay,Log (wood); ponds; cranes,46.423592,-116.960134,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1002,plcphotos,plcphotos-1002
Clearwater Sawmill and Lumber - Log Pond [43],,1959,"Logs sit frozen in the log pond, covered in snow. On the right hand side are buildings for the sawmill. The back of the photograph reads December 1959.",United States--Idaho--Nez Perce County--Forebay,Log (wood); ponds; snow,46.423592,-116.960134,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1003,plcphotos,plcphotos-1003
Clearwater Sawmill and Lumber - Log Pond [33],,1959,"A snow-covered log is pulled into the mill, while others wait in the pond. The back of the photograph says December 1959.",United States--Idaho--Nez Perce County--Forebay,Log (wood); ponds,46.423592,-116.960134,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1004,plcphotos,plcphotos-1004
Clearwater Sawmill and Lumber - Log Pond [39],,1959,"Piles of logs surround the log pond. In the front of the photograph, railcars sit on the tracks full of logs. In the background of the picture, steam and smoke rise from the sawmill. December 1959 is written on the back of the photograph.",United States--Idaho--Nez Perce County--Forebay,Log (wood); ponds; railroad cars,46.423592,-116.960134,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1005,plcphotos,plcphotos-1005
Clearwater Sawmill and Lumber - Log Pond [25],,1960,View of the barked logs sitting in the log pond. In the background stands the mill.,United States--Idaho--Nez Perce County--Forebay,Log (wood); ponds,46.423592,-116.960134,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1006,plcphotos,plcphotos-1006
Clearwater Sawmill and Lumber - Log Pond [24],,1960,"Logs wait on flat railcars to be unloaded into the log pond. In the background, the mill produces black smoke.",United States--Idaho--Nez Perce County--Forebay,Log (wood); ponds; railroad cars,46.423592,-116.960134,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1007,plcphotos,plcphotos-1007
Clearwater Sawmill and Lumber - Log Pond [51],,1960,Looking across the  log pond towards the Clearwater river.,United States--Idaho--Nez Perce County--Forebay,Log (wood); ponds,46.423592,-116.960134,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1008,plcphotos,plcphotos-1008
Clearwater Sawmill,,1960,View over the log pond towards the mill.,United States--Idaho--Nez Perce County--Forebay,ponds; Log (wood),46.423592,-116.960134,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1009,plcphotos,plcphotos-1009
Clearwater Mill under construction [07],,1950-04-12,Construction of two of the buildings of the Clearwater Mill. The date written on the photograph is 4/12/1950.,United States--Idaho--Nez Perce County--Lewiston,construction sites; frame construction; lumber,46.436739,-116.965601,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1010,plcphotos,plcphotos-1010
Clearwater Mill under construction [05],,1950-04-12,Men work on the roof of one of the buildings under construction at the Clearwater Mill while on the on the right hand side is also under construction. The date written on the photograph is 4/12/1950.,United States--Idaho--Nez Perce County--Lewiston,construction sites; frame construction; lumber,46.436739,-116.965601,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1011,plcphotos,plcphotos-1011
Clearwater Mill under construction [04],,1950-04-12,"Several of the Clearwater mill's buildings under construction. In the foreground, stacks of lumber sit next to train tracks. The date written on the photograph is 4/12/1950.",United States--Idaho--Nez Perce County--Lewiston,construction sites; frame construction; lumber; automobiles; track components,46.436739,-116.965601,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1012,plcphotos,plcphotos-1012
Clearwater Mill under construction [03],,1950-04-12,Construction of one of the mill buildings. A crane is at the center of the photograph with two men standing underneath it. The date written on the photograph is 4/12/1950.,United States--Idaho--Nez Perce County--Lewiston,construction sites; frame construction; lumber; track components; cranes,46.436739,-116.965601,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1013,plcphotos,plcphotos-1013
Clearwater Mill under construction [02],,1950-04-12,"Men work putting up framing lumber with rebar between in the center of the photograph. Behind them, framing is already completed for another building. The date written on the photograph is  4/12/1950.",United States--Idaho--Nez Perce County--Lewiston,construction sites; frame construction; lumber; track components; cranes,46.436739,-116.965601,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1014,plcphotos,plcphotos-1014
Clearwater Mill under construction [06],,1950-04-12,Men work on constructing one of the buildings at the Clearwater Mill. On the right hand side of the photograph sits the cab for one of the cranes. The date written on the photograph is 4/12/1950.,United States--Idaho--Nez Perce County--Lewiston,cranes; construction sites; frame construction; lumber,46.436739,-116.965601,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1015,plcphotos,plcphotos-1015
Clearwater Mill under construction [01],,1950-04-12,Several of the Clearwater mill's buildings under construction. In the foreground wooden flooring has been laid for one building while in the background framing is happening for another. A crane is assisting with the construction. The date written on the photograph is 4/12/1950.,United States--Idaho--Nez Perce County--Lewiston,cranes; construction sites; frame construction; lumber,46.436739,-116.965601,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1016,plcphotos,plcphotos-1016
Clearwater Sawmill and Lumber [17],,1950,A workman measures the circumference of a log inside the mill. Description on the back of the photograph reads 'Scaling log as it enters mill from pond.',United States--Idaho--Nez Perce County--Lewiston,Log (wood); scaling,46.436739,-116.965601,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1017,plcphotos,plcphotos-1017
Clearwater Sawmill and Lumber [10],,1950,A man works with planks at a gang saw.,United States--Idaho--Nez Perce County--Lewiston,gang sawmills; planks (wood); sawmills,46.436739,-116.965601,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1018,plcphotos,plcphotos-1018
Clearwater Sawmill and Lumber [11],,1950,A log is sprayed with high pressured water as it enters the sawmill.,United States--Idaho--Nez Perce County--Lewiston,Log (wood); ponds,46.436739,-116.965601,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1019,plcphotos,plcphotos-1019
Clearwater Sawmill and Lumber [18],,1950,"A mill worker stands on the edge of a log in the log pond, rolling the log. Description on the back says 'mill worker riding log.'",United States--Idaho--Nez Perce County--Lewiston,Log (wood); ponds,46.436739,-116.965601,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1020,plcphotos,plcphotos-1020
